state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
33.0,0.20923574618345003,0.0,0.0,1.0,27.0,0.21972951554438575,0.6952590778993991,0.21956363303302218,-1.4024283005476248,0.6835453122403234,-1.4025935956906213,-1.2903312985263222,0.09522135603543332,-1.2918695905987552,-1.4236563450681912,12.0,-1.425803059147607,1.0,0.0
11.0,0.23414501779879873,0.0,0.0,1.0,6.0,0.23439255316928637,0.19348359415897384,0.2346580175814771,-1.752058726003914,-0.12692986136068035,-1.7511773369487735,0.5139924899633126,-0.31924025521580807,0.512605879017992,0.6651324420044045,4.0,0.6685787270914688,1.0,0.0
32.0,1.8034291295657672,1.0,0.0,0.0,0.0,1.0793500963042022,-1.412197953810387,1.0788653819700613,-0.23304292275032013,1.190092295740951,-0.23367611667161736,-1.8983745510689327,0.8205291757251058,-1.8992296267136601,-0.5233163506403479,3.0,-0.5186822854899182,1.0,0.0
3.0,-0.3885867725849189,0.0,0.0,1.0,24.0,-0.2329917711244307,1.9496977872504624,-0.23326790342062462,-1.724404342069518,0.8861641056405745,-1.7232906376481214,0.9002088881581302,1.0795676827571317,0.8999079310332934,0.7011460417815181,6.0,0.6952587498461067,1.0,0.0
17.0,1.1308787959513522,0.0,0.0,0.0,0.0,0.595469854682472,-1.0609551151920895,0.5958450764195051,0.07510592680437497,-0.4815127498111195,0.07540146724394475,-0.8961925126762267,0.6651060715058903,-0.895765219219469,-0.01912595376075634,2.0,-0.025101864529116818,1.0,0.0
28.0,1.1557880675667007,1.0,1.0,0.0,0.0,0.703609757166116,0.5447264327772715,0.7036621089084687,-0.8829209452086197,1.6459845808915154,-0.8820418754117804,1.5042909468731007,-1.9770867002207737,1.5028668074662068,-0.7393979493030307,5.0,-0.7454624789043404,1.0,0.0
39.0,0.23414501779879873,1.0,0.0,0.0,0.0,0.8997278853991661,0.3440162392811014,0.8998891080383823,0.2726372406214873,-0.0762751630106176,0.2729322539568972,1.74592377035909,-0.2674325538094029,1.7449305899757699,0.05290124579347148,6.0,0.05493820373479697,4.0,0.0
42.0,-0.8369536616611956,1.0,0.0,0.0,0.0,0.7787578249937336,-0.057404147711238813,0.7791340316507435,-0.48390769129805256,-0.785440939911496,-0.484656410377487,0.010920873853139891,0.56149066869308,0.01087367527089626,0.26898284445615367,3.0,0.26837838577190043,3.0,0.0
11.0,-0.3636775009695702,0.0,0.0,1.0,21.0,-0.5299182830286743,-0.25811434120740895,-0.5297647427652743,-0.9461309656300955,-0.17758455971074308,-0.9471108404466357,0.9635879894003565,0.45787526588026956,0.9615241665811824,-3.6925131310263555,0.0,-3.693604993291829,1.0,0.0
47.0,1.6041549566429776,0.0,0.0,0.0,0.0,1.7226908720967309,0.494548884403229,1.7225330659291744,-2.911567538110363,0.4302718204900098,-2.910799249534227,0.8843641128475733,0.9759522799443213,0.8823032923053254,0.23296924467904007,5.0,0.22835835163994322,0.0,0.0
46.0,-0.4134960442002676,1.0,0.0,0.0,0.0,-0.07169835725052029,1.0966794648917393,-0.0715423546871793,0.4859710595439688,1.1394375973908881,0.4867302819285643,0.3595059306853854,-2.598779117097636,0.3585652901482699,0.44905084334172224,1.0,0.45513854505436535,1.0,0.0
26.0,-1.310229822352821,0.0,0.0,0.0,0.0,1.0316952240232744,-0.45882453470357903,1.0314258876749176,0.4069585340171239,2.304495659442331,0.40771796724338316,-1.0823686225752664,0.7169137729122954,-1.0806139258631358,-0.4873027508632343,2.0,-0.4920022627352803,1.0,0.0
40.0,0.10959865972205521,0.0,0.0,0.0,0.0,-2.348134948516389,0.2938386909070589,-2.348638080854089,0.39115602891175466,0.6328906138902608,0.39145072598466935,-1.765674557843021,-0.2674325538094029,-1.7671948362538983,0.4130372435646087,2.0,0.41511851092240876,2.0,0.0
23.0,0.28396356102949616,0.0,0.0,0.0,0.0,-0.39245230529522807,1.8493426905023773,-0.3928371115042903,0.8395521112766,0.4302718204900098,0.8399618064034919,0.9180342603825065,-0.16381715099659255,0.9175125697612619,-1.3516291455139637,4.0,-1.3457629908836932,0.0,0.0
47.0,-0.11458478481608314,0.0,0.0,0.0,0.0,1.755682706752758,-0.9104224700699618,1.7559563460007526,0.015846532659241276,0.2783077254398216,0.014980285425864655,0.5912357696022763,-1.4072019847503168,0.591826753293849,-0.4873027508632343,4.0,-0.4920022627352803,0.0,1.0
4.0,-0.3636775009695702,1.0,0.0,1.0,12.0,-0.2659836057804575,1.0966794648917393,-0.26561301316731334,-0.264647932961058,-0.582822146511245,-0.263886707580657,0.9556656017450781,-1.148163477718291,0.9571230068991905,-3.6925131310263555,0.0,-3.693604993291829,1.0,0.0
24.0,0.8319675365671676,2.0,0.0,0.0,0.0,1.2186489537407614,1.447922303510037,1.2190275242057145,-0.24687011471751777,1.0381282006907626,-0.24761946632194318,-0.9298626602111594,0.45787526588026956,-0.9309744966754057,0.845200440889973,5.0,0.8419988749966151,1.0,0.0
16.0,0.6576026352597267,1.0,0.0,1.0,18.0,1.5540659394103704,0.494548884403229,1.554338495246391,-0.05724005345309006,-0.0762751630106176,-0.057060354434153186,0.8566357560540991,-0.47466335943502364,0.8558963342133729,-0.09115315331498353,3.0,-0.09180192141571135,1.0,0.0
50.0,2.824709265795064,2.0,0.0,0.0,0.0,-1.7726107217390281,2.401295722616845,-1.7728951273630236,-1.5683546041539993,-0.4815127498111195,-1.5675898998861468,0.4981477146527558,0.5096829672866747,0.4994023999720153,0.16094204512481225,9.0,0.1616582947533487,0.0,0.0
39.0,1.8532476727964646,1.0,0.0,0.0,0.0,1.2937970215683785,0.39419378765514396,1.293421276623099,-0.570821469377582,-0.025620464660554863,-0.5706403998878311,-1.0467178781265145,-0.7855095678734546,-1.0454046484071993,-0.23520755242343852,6.0,-0.23854204656622027,2.0,0.0
2.0,0.5081470055676345,1.0,1.0,0.0,0.0,-0.6233951478874176,0.8457917230215267,-0.6235655610306723,0.3635016449773588,-0.380203353110994,0.36356402668401694,0.6843238245517962,-0.16381715099659255,0.684251106615682,0.44905084334172224,5.0,0.45513854505436535,1.0,0.0
8.0,1.1557880675667007,1.0,0.0,0.0,0.0,-1.0247958028690807,-0.8602449216959193,-1.024644921889617,-0.40687047890937916,-0.9880597333117469,-0.4079679873006935,1.0210252999011242,-0.060201748183782204,1.0231404021290718,0.3770236437874951,6.0,0.37509847679045155,0.0,0.0
45.0,-0.5380424022770112,1.0,0.0,0.0,0.0,0.31503926010624156,0.6952590778993991,0.31552079194819976,0.13041469467316663,0.9368188039906372,0.13117486584524876,-0.7496283410535779,0.45787526588026956,-0.7505269497137309,0.3770236437874951,4.0,0.37509847679045155,1.0,0.0
25.0,-1.0113185629686365,2.0,0.0,1.0,20.0,0.13175128979498,1.1970345616398244,0.13223183671696184,-1.0606991276440207,0.12634363038963337,-1.060981529257632,0.4803223424283795,1.494029294008373,0.4817977612440474,-1.3876427452910773,6.0,-1.3857830250156502,4.0,1.0
30.0,1.1557880675667007,0.0,0.0,0.0,0.0,-2.9823113257933547,1.0465019165176968,-2.982602231889195,-0.7624268437801813,1.2407469940910136,-0.7635234033840087,0.03270743990515513,-0.9409326720926702,0.0328794736808569,0.12492844534769866,6.0,0.1216382606213915,1.0,0.0
33.0,-0.23913114289282666,1.0,0.0,1.0,37.0,-0.5189210048099987,-0.25811434120740895,-0.5189830395163778,1.4736276286295298,-1.393297320112249,1.474384215493329,-0.7733955040194126,1.0795676827571317,-0.7725327481236915,-0.09115315331498353,1.0,-0.09180192141571135,2.0,0.0
45.0,-0.8369536616611956,0.0,1.0,0.0,0.0,-0.5830717944189402,1.2973896583879094,-0.5825950886848663,0.37732883694455704,1.2407469940910136,0.3775073763343427,-0.058400018130545316,1.0795676827571317,-0.05954487964097685,1.5294588366551338,7.0,1.5356794666172007,1.0,1.0
49.0,0.4583284623369371,2.0,0.0,0.0,0.0,0.22522815465372328,1.1468570132657818,0.2249544846574708,0.12053812898231103,0.22765302708975885,0.11955540780331017,1.6191655678746364,-0.37104795662221324,1.6172969591980004,0.1969556449019265,3.0,0.2016783288853053,1.0,0.0
35.0,-0.18931259966212927,2.0,0.0,0.0,0.0,0.25272135020041253,-1.9139734375508124,0.2529869131046011,0.5314032617219043,-2.355736588763441,0.5308842224879298,-0.21882836814993095,0.7687214743187006,-0.21798662819269096,1.8175676348720438,4.0,1.8158197055408987,1.0,0.0
12.0,-0.5131331306616624,2.0,0.0,0.0,0.0,1.4862493903952028,2.0500528839985472,1.4864137647783437,0.30424225083222517,0.07568893203957061,0.30314284486593684,1.393377519699205,-0.21562485240299772,1.3928378154164052,-0.8114251488572579,6.0,-0.8121625357909349,1.0,1.0
44.0,-1.3351390939681698,2.0,0.0,1.0,36.0,-0.15234506418747548,0.5447264327772715,-0.15240512905390197,-0.0019312855842989441,-1.8491896052628134,-0.0012869558328491844,0.6268865140510284,-0.21562485240299772,0.6270360307497856,-0.8114251488572579,5.0,-0.8121625357909349,1.0,0.0
8.0,0.5828748204136805,0.0,0.0,0.0,0.0,-0.9826395696974904,0.39419378765514396,-0.9825962792189211,0.11263687642962643,-0.5321674481611822,0.1125837329781477,0.9180342603825065,0.7169137729122954,0.9175125697612619,1.0972956393297695,7.0,1.0954590911656752,1.0,0.0
26.0,2.0774311173346027,0.0,0.0,1.0,22.0,-0.5354169221380123,1.0465019165176968,-0.5351555943897222,0.8770830609018508,-0.6334768448613077,0.8771440721376949,-0.9318432571249788,-0.47466335943502364,-0.9309744966754057,1.2773636382153382,2.0,1.2822192504481407,2.0,0.0
19.0,-0.712407303584452,0.0,0.0,0.0,0.0,-1.5801583529122034,1.7991651421283348,-1.579902639207779,1.5802945380907711,1.0887828990408255,1.581283229479162,0.0703387812677272,-1.199971179124696,0.07248991081878543,-0.1631803528692107,4.0,-0.15850197830230647,0.0,0.0
44.0,-0.03985696997003703,0.0,0.0,0.0,0.0,-0.022210605266479864,1.1468570132657818,-0.021946519742255987,-0.07304255855845926,1.5953298825414528,-0.07332759569286702,-0.2921104539612557,0.8205291757251058,-0.29280634278655604,-0.01912595376075634,10.0,-0.025101864529116818,1.0,0.0
35.0,0.1843264745681013,1.0,0.0,0.0,0.0,0.24355695168484945,-2.1146836310469825,0.24328338018059403,-1.0192175517424273,0.7342000105903862,-1.0191514803066537,1.6053013894778996,0.25064446025464887,1.6040934801520244,1.0252684397755416,1.0,1.0287590342790807,2.0,0.0
41.0,-0.33876822935422146,0.0,0.0,0.0,0.0,-0.6985432157150352,0.3440162392811014,-0.6990374837729467,1.2267134863581395,-0.8360956382615586,1.2257278133958471,-1.232893988025555,-0.060201748183782204,-1.2346545147328583,-0.05513955353786993,5.0,-0.05178188728375475,1.0,0.0
39.0,0.7821489933364703,2.0,1.0,0.0,0.0,-0.9716422914788149,0.39419378765514396,-0.9718145759700246,1.0074537280211455,-0.9880597333117469,1.0072820022074047,-1.316079058405977,-0.6300864636542391,-1.3138753890087154,0.01688764601635789,3.0,0.014918169602839782,1.0,0.0
6.0,-0.6127702171230572,1.0,0.0,0.0,0.0,1.189322878490959,-0.6595347281997491,1.1888387551088047,1.0627624958899367,-0.8867503366116214,1.0630554008087096,0.7516641196216619,-0.47466335943502364,0.7502685018455632,-0.9914931477428265,4.0,-0.9855826836960817,0.0,1.0
47.0,0.7572397217211215,1.0,0.0,0.0,0.0,1.095846013632216,0.7454366262734416,1.0961161071682959,-0.393043286942181,-0.4815127498111195,-0.3940246376503673,-1.34776860902709,1.1313753841635368,-1.3490846664646519,-0.8114251488572579,6.0,-0.8121625357909349,3.0,0.0
34.0,-1.733687439813749,1.0,0.0,0.0,0.0,-0.28431240281158365,-0.10758169608528134,-0.28394190869043734,0.584736716452525,-0.22823925806080583,0.5843337294808465,-0.6763462552422532,0.4060675644738644,-0.6757072351198659,1.6374996359864753,2.0,1.6423995576357524,2.0,0.0
20.0,1.7536105863350697,0.0,0.0,0.0,0.0,1.957299474095146,0.39419378765514396,1.9575741967551148,-0.43254954970560344,1.2407469940910136,-0.4335307949929579,-0.9556104200908141,-0.11200944959018738,-0.9573814547673583,1.4934452368780202,2.0,1.4956594324852441,3.0,1.0
43.0,0.6077840920290293,1.0,0.0,0.0,0.0,0.19406919970080902,2.1504079807466323,0.19368754523567147,-0.9994644203607161,-1.4439520184623116,-1.0005603474395521,-0.19902239901173518,-0.6818941650606443,-0.20038198946472308,0.989254839998428,3.0,0.9887390001471233,1.0,0.0
18.0,-0.6625887603537547,2.0,1.0,0.0,0.0,-0.4969264483726475,-1.111132663566132,-0.4974196330185852,0.20745190706184055,-0.0762751630106176,0.20786328892204267,-0.9496686293493551,-0.00839404677737703,-0.9485791354033739,-0.8834523484114855,3.0,-0.87886259267753,1.0,0.0
30.0,1.0063324378746086,0.0,1.0,1.0,18.0,0.19773495910703404,0.4443713360291865,0.19800022653522992,-1.0014397334988872,0.9874735023407,-1.0005603474395521,0.521914877618591,-2.080702103033584,0.5214081983819759,-0.1631803528692107,3.0,-0.15850197830230647,0.0,0.0
17.0,0.28396356102949616,1.0,0.0,0.0,0.0,0.646790486369625,-0.2079367928333664,0.6465190816893178,-0.13625257897993498,1.3420563907911391,-0.13607266911933433,-1.9023357448965716,0.7687214743187006,-1.903630786395652,1.1693228388839967,3.0,1.175499159429589,1.0,0.0
31.0,-1.3351390939681698,2.0,0.0,1.0,15.0,-0.5189210048099987,-1.8637958891767699,-0.5189830395163778,1.1556022133839796,1.5446751841913902,1.1560110651442166,1.223046185110721,0.45787526588026956,1.2211925878187142,1.9616220339804982,5.0,1.9625598306914076,2.0,1.0
31.0,-1.9329616127365385,0.0,0.0,0.0,0.0,1.5632303379259334,-0.7097122765737917,1.5629638578455078,0.1679456442984181,0.07568893203957061,0.1683571315794517,-0.3752955243416777,0.25064446025464887,-0.3764283767444051,0.30499644423326727,6.0,0.308398419903857,2.0,1.0
39.0,0.1345079313374039,1.0,0.0,1.0,30.0,-2.2051703316736053,0.09312849741088877,-2.2052414276437675,-1.9377381609919992,-1.0387144316618095,-1.937088665619788,1.1953178283172474,0.30245216166105404,1.1947856297267616,0.30499644423326727,3.0,0.308398419903857,0.0,0.0
35.0,0.43341919072158835,1.0,0.0,1.0,28.0,0.6742836819163142,-0.4086469863295365,0.6745515101364482,0.4049832208789529,1.6966392792415783,0.40539407563499513,0.9517044079174392,-0.37104795662221324,0.9527218472171985,-0.8114251488572579,5.0,-0.8121625357909349,2.0,0.0
13.0,-0.463314587430965,1.0,1.0,1.0,25.0,-1.5691610746935276,0.5447264327772715,-1.5691209359588825,-0.906624702866673,-0.12692986136068035,-0.9076046831040452,-0.020768676767973233,0.45787526588026956,-0.019934442503048325,0.12492844534769866,6.0,0.1216382606213915,2.0,0.0
12.0,-1.2355020075067749,0.0,0.0,0.0,0.0,0.21239799673193518,0.39419378765514396,0.2120164407587947,1.3728866585828032,-0.22823925806080583,1.372132984724271,0.700168599862353,-0.6818941650606443,0.7018557453436507,-0.8834523484114855,5.0,-0.87886259267753,3.0,0.0
8.0,0.6825119068750755,0.0,0.0,0.0,0.0,-0.3484631924205252,1.0966794648917393,-0.3486321281838152,0.4010325946026103,-0.27889395641086856,0.40074629241821985,0.4605163732901837,0.19883675884824367,0.45979196283408674,-0.23520755242343852,3.0,-0.23854204656622027,1.0,0.0
28.0,0.0846893881067065,2.0,0.0,0.0,0.0,1.211317434928311,-0.8602449216959193,1.211480331931487,1.10424407179153,0.025034233689507877,1.1048854497596878,-0.6426761077073206,2.633798724949287,-0.6404979576639293,-2.323996339496034,4.0,-2.319583821427977,0.0,0.0
41.0,0.6576026352597267,2.0,1.0,1.0,25.0,0.7915879829155217,-0.9606000184440043,0.7920720755494188,-0.22711698333580654,-1.342642621762186,-0.22670444184645405,-0.9219402725558808,0.043413654629028145,-0.9221721773114216,-0.3072347519776657,2.0,-0.3052421034528148,2.0,1.0
28.0,1.1059695243360035,0.0,0.0,1.0,12.0,-0.06803259784429526,-0.6093571798257067,-0.06830784371251028,-0.7426737123984701,-1.747880208562688,-0.7426083789085196,0.2783014572187828,-0.11200944959018738,0.279344415872412,1.5654724364322474,6.0,1.5623594893718387,1.0,0.0
44.0,1.479608598566234,2.0,1.0,0.0,0.0,0.25455422990352505,0.2938386909070589,0.2540650834294905,0.969922778395894,0.22765302708975885,0.9700997364732018,1.0586566412636964,1.494029294008373,1.0583496795850083,0.9532412402213145,1.0,0.9487189660151668,1.0,1.0
47.0,0.48323773395228575,2.0,0.0,0.0,0.0,1.3707779690991082,-0.358469437955494,1.3710495400151528,1.31560257757584,-0.17758455971074308,1.3163595861229669,-0.07424479344110216,0.9241445785379161,-0.07274835868695277,-0.5233163506403479,3.0,-0.5186822854899182,3.0,1.0
31.0,-0.33876822935422146,1.0,0.0,0.0,0.0,2.221234151343362,1.7991651421283348,2.221725926353075,1.133873768864097,-1.4439520184623116,1.1327721490603393,-1.3576715935961878,0.9241445785379161,-1.357886985828636,1.133309239106883,2.0,1.1354791252976322,4.0,1.0
14.0,-0.3885867725849189,2.0,0.0,1.0,9.0,-0.6508883434341068,0.24366114253301638,-0.6505198191529132,0.11658750270596845,0.5315812171901353,0.11723151619492296,1.0685596258327943,0.872336877131511,1.0671519989489922,0.48506444311883584,2.0,0.4818185678090033,4.0,0.0
5.0,0.881786079797865,1.0,0.0,0.0,0.0,-0.9771409305881527,0.3440162392811014,-0.9772054275944728,2.4277038743661827,-1.2919879234121234,2.427179774932278,-1.1398059330760344,1.3904138911955628,-1.1378290017290327,-0.9914931477428265,2.0,-0.9855826836960817,1.0,0.0
38.0,-0.11458478481608314,2.0,1.0,0.0,0.0,-0.6472225840278818,0.1433060457849313,-0.6472853081782446,1.8568383774347283,-0.380203353110994,1.8578263308772962,0.7595865072769403,1.0277599813507265,0.759070821209547,0.26898284445615367,2.0,0.26837838577190043,4.0,1.0
16.0,1.5294271417969314,1.0,0.0,0.0,0.0,0.20140071851325958,-0.5591796314516642,0.20123473750989895,-0.12637601328907935,-0.6841315432113705,-0.12677710268578382,1.3260372246293388,1.0795676827571317,1.326820420186524,0.9172276404442009,4.0,0.9220389432605288,1.0,0.0
49.0,-0.3636775009695702,1.0,0.0,0.0,0.0,-2.2418279257358575,1.247212110013867,-2.241899218690015,-2.623171819937379,0.784854708940449,-2.6226366900941542,-0.30795522927181196,1.8566832038532093,-0.3060098218325327,0.44905084334172224,3.0,0.45513854505436535,0.0,0.0
34.0,-1.5344132668909594,2.0,0.0,0.0,0.0,-1.1842563370398782,0.24366114253301638,-1.1842141299732827,-1.432057997620192,0.6328906138902608,-1.4328041865996612,-1.8607432097063608,-0.47466335943502364,-1.8596191895757317,-0.3432483517547793,6.0,-0.345262137584772,1.0,0.0
45.0,0.8568768081825163,0.0,0.0,0.0,0.0,-0.6967103360119222,-1.0609551151920895,-0.6968811431231675,-0.8355134298925126,0.6328906138902608,-0.835564043244027,-0.47432537003265657,-1.3035865819375063,-0.4732538897482308,-1.5316971443995322,11.0,-1.5325231501661585,2.0,0.0
6.0,-0.13949405643143184,1.0,0.0,1.0,30.0,-0.13951490626568738,-0.358469437955494,-0.13946708515522624,-1.5841571092593685,0.784854708940449,-1.5838571411448603,0.2901850387017002,-0.7337018664670495,0.2881467352363967,0.01688764601635789,5.0,0.014918169602839782,5.0,1.0
42.0,-0.21422187127747797,2.0,1.0,0.0,0.0,-0.21832873349952955,0.6952590778993991,-0.21817351887216965,1.4953560731494127,1.3420563907911391,1.4952992399688183,-0.10395374714839582,-2.702394519910446,-0.10355647646089736,0.4130372435646087,3.0,0.41511851092240876,1.0,0.0
8.0,0.10959865972205521,1.0,0.0,0.0,0.0,-0.9478148553383509,-0.8602449216959193,-0.9480948288224528,-1.3095885830535823,0.6835453122403234,-1.3096379313551139,0.18125220844162343,0.6651060715058903,0.18251890286858707,0.4130372435646087,2.0,0.41511851092240876,0.0,0.0
21.0,-1.8333245262751439,1.0,0.0,0.0,0.0,1.0353609834295,0.09312849741088877,1.0357385689744762,-0.6557599343189406,-0.6841315432113705,-0.6566243893981756,1.559747660460049,0.7687214743187006,1.560081883332103,-0.19919395264632495,3.0,-0.19852201243426307,3.0,0.0
40.0,0.1594172029527526,2.0,0.0,0.0,0.0,0.12991841009186747,0.04295094903684625,0.1300754960671826,-0.007857224998811977,1.2914016924410763,-0.008258630658012495,0.2901850387017002,0.3542598630674592,0.2881467352363967,0.845200440889973,8.0,0.8419988749966151,1.0,0.0
35.0,-0.463314587430965,2.0,0.0,0.0,0.0,0.8722346898524769,-1.111132663566132,0.871856679591252,0.14226657350219327,0.7342000105903862,0.14279432388718732,0.20303877449363866,-0.00839404677737703,0.20452470127854694,0.6651324420044045,5.0,0.6685787270914688,1.0,0.0
50.0,0.7323304501057728,2.0,0.0,0.0,0.0,-1.2722345627892837,-1.311842857062302,-1.2726240966142328,-1.673046200477069,-0.5321674481611822,-1.6721650222635924,-0.2168477712361115,0.7169137729122954,-0.21798662819269096,1.9976356337576124,9.0,2.0025798648233635,1.0,0.0
34.0,0.6077840920290293,1.0,1.0,0.0,0.0,1.0885144948197654,-0.6595347281997491,1.0885689148940685,1.6079489220251664,-0.43085805146105677,1.606846037171427,-0.3554895552034819,0.6651060715058903,-0.35442257833444524,0.4130372435646087,1.0,0.41511851092240876,1.0,1.0
31.0,0.10959865972205521,1.0,0.0,0.0,0.0,0.2032335982163721,1.1970345616398244,0.20339107815967777,0.007945280106556672,0.784854708940449,0.008008610600701346,0.567468606636441,-1.2517788805311012,0.5654197952018964,-0.7393979493030307,3.0,-0.7454624789043404,1.0,0.0
44.0,-0.5878609455077085,1.0,0.0,0.0,0.0,0.23439255316928637,-0.7598898249478342,0.2346580175814771,-0.5569942774103844,0.22765302708975885,-0.5566970502375048,-1.423031291752234,0.9759522799443213,-1.423904381058517,-0.01912595376075634,1.0,-0.025101864529116818,0.0,0.0
25.0,-1.4596854520449132,2.0,0.0,0.0,0.0,-0.3814550270765525,-0.057404147711238813,-0.38097723793050436,-1.5920583618120527,2.4564597544925193,-1.593152707578411,-0.5456268589301612,1.3386061897891575,-0.5436724446601039,-1.2435883461826225,3.0,-1.2390428998651415,2.0,0.0
5.0,0.4085099191062397,1.0,0.0,1.0,29.0,2.100264090937929,0.2938386909070589,2.0998926796405466,-0.6834143182533364,0.7342000105903862,-0.6845110886988275,-0.24259553111576623,-1.9252789988143686,-0.24439358628464358,-0.1631803528692107,5.0,-0.15850197830230647,3.0,0.0
15.0,0.7074211784904241,0.0,0.0,1.0,23.0,0.08592929721716458,0.8457917230215267,0.08587051274670755,0.971898091534065,2.0512221676920173,0.9724236280815898,-0.864502962055113,0.1470290574418385,-0.8649571014455248,-1.02750674751994,7.0,-1.0256027178280382,0.0,0.0
15.0,-0.33876822935422146,1.0,0.0,0.0,0.0,0.058436101670475346,-0.358469437955494,0.05891625462446667,-0.5885992876211223,-1.0387144316618095,-0.5892315327549326,-0.15148807308006523,-0.6300864636542391,-0.1519692329628098,-0.7033843495259164,5.0,-0.7054424447723832,3.0,0.0
15.0,-1.3351390939681698,2.0,0.0,0.0,0.0,2.201072474609123,-0.3082918895814515,2.2012406901801724,-1.3253910881589515,0.12634363038963337,-1.3259051726138278,-0.08018658418256056,-0.31924025521580807,-0.08155067805093671,-1.0995339470741676,5.0,-1.1056427860919522,2.0,0.0
24.0,-0.5380424022770112,0.0,1.0,1.0,8.0,-0.3851207864827775,0.494548884403229,-0.3852899192300632,-0.5866239744829513,0.9874735023407,-0.5869076411465449,-1.1932820497491634,-0.9409326720926702,-1.1950440775949298,0.5931052424501773,5.0,0.588538658827555,1.0,0.0
